"order";"family";"feature";"data_set";"tolerance";"case_def"
219;"Co-occurrence 3D-comb";"Difference average";"case_2";0.00630813255026371;"B"
219;"Co-occurrence 3D-comb";"Difference average";"case_4";0;"B"
219;"Co-occurrence 3D-comb";"Difference average";"case_5";0.00675267907179331;"B"
219;"Co-occurrence 3D-comb";"Difference average";"case_1";0.0240639943377612;"B"
219;"Co-occurrence 3D-comb";"Difference average";"case_3";0.0388026577613296;"B"
220;"Co-occurrence 3D-comb";"Difference variance";"case_2";0.0372002819970898;"B"
220;"Co-occurrence 3D-comb";"Difference variance";"case_4";0;"B"
220;"Co-occurrence 3D-comb";"Difference variance";"case_5";0.0281119922048845;"B"
220;"Co-occurrence 3D-comb";"Difference variance";"case_1";0.192826531300339;"B"
220;"Co-occurrence 3D-comb";"Difference variance";"case_3";0.392391298290453;"B"
221;"Co-occurrence 3D-comb";"Difference entropy";"case_2";0.00562057261765685;"B"
221;"Co-occurrence 3D-comb";"Difference entropy";"case_4";0;"B"
221;"Co-occurrence 3D-comb";"Difference entropy";"case_5";0.00440973390927013;"B"
221;"Co-occurrence 3D-comb";"Difference entropy";"case_1";0.015645185865596;"B"
221;"Co-occurrence 3D-comb";"Difference entropy";"case_3";0.0225264709894217;"B"
222;"Co-occurrence 3D-comb";"Sum average";"case_2";0.460999597734694;"B"
222;"Co-occurrence 3D-comb";"Sum average";"case_4";0;"B"
222;"Co-occurrence 3D-comb";"Sum average";"case_5";0.320354925472108;"B"
222;"Co-occurrence 3D-comb";"Sum average";"case_1";0.0594131828430438;"B"
222;"Co-occurrence 3D-comb";"Sum average";"case_3";0.204141845325812;"B"
223;"Co-occurrence 3D-comb";"Sum variance";"case_2";0.287456532535875;"B"
223;"Co-occurrence 3D-comb";"Sum variance";"case_4";0;"B"
223;"Co-occurrence 3D-comb";"Sum variance";"case_5";0.33046916708584;"B"
223;"Co-occurrence 3D-comb";"Sum variance";"case_1";1.19971236235552;"B"
223;"Co-occurrence 3D-comb";"Sum variance";"case_3";6.99277753806046;"B"
224;"Co-occurrence 3D-comb";"Sum entropy";"case_2";0.00412098257169122;"B"
224;"Co-occurrence 3D-comb";"Sum entropy";"case_4";0;"B"
224;"Co-occurrence 3D-comb";"Sum entropy";"case_5";0.0092095870680649;"B"
224;"Co-occurrence 3D-comb";"Sum entropy";"case_1";0.0170851710683026;"B"
224;"Co-occurrence 3D-comb";"Sum entropy";"case_3";0.0287506771184844;"B"
225;"Co-occurrence 3D-comb";"Angular second moment";"case_2";0.000400073006108329;"B"
225;"Co-occurrence 3D-comb";"Angular second moment";"case_4";0;"B"
225;"Co-occurrence 3D-comb";"Angular second moment";"case_5";0.000921491189080548;"B"
225;"Co-occurrence 3D-comb";"Angular second moment";"case_1";0.000544995375183227;"B"
225;"Co-occurrence 3D-comb";"Angular second moment";"case_3";0.000827943508086151;"B"
226;"Co-occurrence 3D-comb";"Contrast";"case_2";0.0509276198632555;"B"
226;"Co-occurrence 3D-comb";"Contrast";"case_4";0;"B"
226;"Co-occurrence 3D-comb";"Contrast";"case_5";0.0380254047953014;"B"
226;"Co-occurrence 3D-comb";"Contrast";"case_1";0.280163385651987;"B"
226;"Co-occurrence 3D-comb";"Contrast";"case_3";0.551880863710557;"B"
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_2";0.00630813255026369;"B"
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_4";0;"B"
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_5";0.00675267907179331;"B"
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_1";0.0240639943377612;"B"
227;"Co-occurrence 3D-comb";"Dissimilarity";"case_3";0.0388026577613296;"B"
228;"Co-occurrence 3D-comb";"Inverse difference";"case_2";0.000451421840705252;"B"
228;"Co-occurrence 3D-comb";"Inverse difference";"case_4";0;"B"
228;"Co-occurrence 3D-comb";"Inverse difference";"case_5";0.00233210833369525;"B"
228;"Co-occurrence 3D-comb";"Inverse difference";"case_1";0.00194790687322638;"B"
228;"Co-occurrence 3D-comb";"Inverse difference";"case_3";0.0029175981597074;"B"
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_2";0.00015884773830806;"B"
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_4";0;"B"
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_5";0.000192540527557983;"B"
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_1";0.000201214540107997;"B"
229;"Co-occurrence 3D-comb";"Inverse difference normalised";"case_3";0.000363343407392813;"B"
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_2";0.000517532336519871;"B"
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_4";0;"B"
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_5";0.00286072188789407;"B"
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_1";0.00226660370612602;"B"
230;"Co-occurrence 3D-comb";"Inverse difference moment";"case_3";0.00337357351634273;"B"
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_2";4.86166955995404e-05;"B"
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_4";0;"B"
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_5";2.97110371719755e-05;"B"
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_1";6.26784633171618e-05;"B"
231;"Co-occurrence 3D-comb";"Inverse difference moment normalised";"case_3";9.64465539089576e-05;"B"
232;"Co-occurrence 3D-comb";"Inverse variance";"case_2";0.00150096261040022;"B"
232;"Co-occurrence 3D-comb";"Inverse variance";"case_4";0;"B"
232;"Co-occurrence 3D-comb";"Inverse variance";"case_5";0.000666729072626926;"B"
232;"Co-occurrence 3D-comb";"Inverse variance";"case_1";0.00122892916520043;"B"
232;"Co-occurrence 3D-comb";"Inverse variance";"case_3";0.00152733081283349;"B"
233;"Co-occurrence 3D-comb";"Correlation";"case_2";0.000705906986020477;"B"
233;"Co-occurrence 3D-comb";"Correlation";"case_4";0;"B"
233;"Co-occurrence 3D-comb";"Correlation";"case_5";0.00321799788023101;"B"
233;"Co-occurrence 3D-comb";"Correlation";"case_1";0.000777846715546993;"B"
233;"Co-occurrence 3D-comb";"Correlation";"case_3";0.00067995202817786;"B"
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_2";9.93828245172917;"B"
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_4";0;"B"
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_5";6.1260456956767;"B"
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_1";1.03190356847749;"B"
234;"Co-occurrence 3D-comb";"Autocorrelation";"case_3";6.31518027980158;"B"
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_2";0.287456532535875;"B"
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_4";0;"B"
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_5";0.33046916708584;"B"
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_1";1.19971236235552;"B"
235;"Co-occurrence 3D-comb";"Cluster tendency";"case_3";6.99277753806046;"B"
236;"Co-occurrence 3D-comb";"Cluster shade";"case_2";10.528838334548;"B"
236;"Co-occurrence 3D-comb";"Cluster shade";"case_4";0;"B"
236;"Co-occurrence 3D-comb";"Cluster shade";"case_5";7.32343622271098;"B"
236;"Co-occurrence 3D-comb";"Cluster shade";"case_1";21.651514510172;"B"
236;"Co-occurrence 3D-comb";"Cluster shade";"case_3";189.354923289558;"B"
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_2";582.594122270155;"B"
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_4";0;"B"
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_5";138.5521161578;"B"
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_1";642.848096957511;"B"
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_3";10372.6678822756;"B"
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_2";0.000237485923597813;"B"
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_4";0;"B"
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_5";0.000984810818661171;"B"
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_1";0.000184552436046817;"B"
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_3";0.000366705780515073;"B"
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_2";0.000690273839259081;"B"
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_4";0;"B"
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_5";0.000937835617524352;"B"
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_1";0.0010777883880715;"B"
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_3";0.000961602556817637;"B"
240;"Run length 2D-avg";"Short runs emphasis";"case_2";0.000498163615008607;"B"
240;"Run length 2D-avg";"Short runs emphasis";"case_4";0;"B"
240;"Run length 2D-avg";"Short runs emphasis";"case_5";0.00165746589404431;"B"
240;"Run length 2D-avg";"Short runs emphasis";"case_1";0.00156642803613761;"B"
240;"Run length 2D-avg";"Short runs emphasis";"case_3";0.00214382049628929;"B"
241;"Run length 2D-avg";"Long runs emphasis";"case_2";0.0346211292749481;"B"
241;"Run length 2D-avg";"Long runs emphasis";"case_4";0;"B"
241;"Run length 2D-avg";"Long runs emphasis";"case_5";0.038386677083121;"B"
241;"Run length 2D-avg";"Long runs emphasis";"case_1";0.020402043914244;"B"
241;"Run length 2D-avg";"Long runs emphasis";"case_3";0.0286744080600878;"B"
242;"Run length 2D-avg";"Low grey level run emphasis";"case_2";0.000498126680697161;"B"
242;"Run length 2D-avg";"Low grey level run emphasis";"case_4";0;"B"
242;"Run length 2D-avg";"Low grey level run emphasis";"case_5";0.000655062916463884;"B"
242;"Run length 2D-avg";"Low grey level run emphasis";"case_1";0.00021215611297932;"B"
242;"Run length 2D-avg";"Low grey level run emphasis";"case_3";3.91124109702094e-05;"B"
243;"Run length 2D-avg";"High grey level run emphasis";"case_2";9.70723877523354;"B"
243;"Run length 2D-avg";"High grey level run emphasis";"case_4";0;"B"
243;"Run length 2D-avg";"High grey level run emphasis";"case_5";6.9824599929375;"B"
243;"Run length 2D-avg";"High grey level run emphasis";"case_1";1.53711481638495;"B"
243;"Run length 2D-avg";"High grey level run emphasis";"case_3";7.68641241037246;"B"
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_2";0.0004707752787936;"B"
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_4";0;"B"
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_5";0.00062573338417926;"B"
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_1";0.000210842229808984;"B"
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_3";3.69730371332948e-05;"B"
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_2";7.3663184757104;"B"
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_4";0;"B"
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_5";6.6232506271404;"B"
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_1";0.679019139916036;"B"
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_3";3.07923255021406;"B"
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_2";0.000755159203360091;"B"
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_4";0;"B"
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_5";0.000910954764909403;"B"
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_1";0.000229754537900197;"B"
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_3";3.70006556611065e-05;"B"
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_2";20.527986012179;"B"
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_4";0;"B"
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_5";3.01758572067836;"B"
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_1";12.0927214139166;"B"
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_3";60.1950165869658;"B"
248;"Run length 2D-avg";"Grey level non-uniformity";"case_2";0.123693287968541;"B"
248;"Run length 2D-avg";"Grey level non-uniformity";"case_4";0;"B"
248;"Run length 2D-avg";"Grey level non-uniformity";"case_5";0.627297640591814;"B"
248;"Run length 2D-avg";"Grey level non-uniformity";"case_1";0.153045635519899;"B"
248;"Run length 2D-avg";"Grey level non-uniformity";"case_3";0.3821516126337;"B"
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_2";0.000824439632895477;"B"
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_4";0;"B"
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_5";0.000608189958384632;"B"
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_1";0.0017265455120838;"B"
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_3";0.00224441005644339;"B"
250;"Run length 2D-avg";"Run length non-uniformity";"case_2";2.35859463245188;"B"
250;"Run length 2D-avg";"Run length non-uniformity";"case_4";0;"B"
250;"Run length 2D-avg";"Run length non-uniformity";"case_5";1.38394479374193;"B"
250;"Run length 2D-avg";"Run length non-uniformity";"case_1";5.17103303854626;"B"
250;"Run length 2D-avg";"Run length non-uniformity";"case_3";7.62409319796283;"B"
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_2";0.000687087468976083;"B"
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_4";0;"B"
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_5";0.00252263136881302;"B"
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_1";0.00213623235163513;"B"
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_3";0.00291307462955577;"B"
252;"Run length 2D-avg";"Run percentage";"case_2";0.00127792862081315;"B"
252;"Run length 2D-avg";"Run percentage";"case_4";0;"B"
252;"Run length 2D-avg";"Run percentage";"case_5";0.00297992494816569;"B"
252;"Run length 2D-avg";"Run percentage";"case_1";0.00146717219316585;"B"
252;"Run length 2D-avg";"Run percentage";"case_3";0.00203408420435252;"B"
253;"Run length 2D-avg";"Grey level variance";"case_2";0.214631747699261;"B"
253;"Run length 2D-avg";"Grey level variance";"case_4";0;"B"
253;"Run length 2D-avg";"Grey level variance";"case_5";0.106812718456071;"B"
253;"Run length 2D-avg";"Grey level variance";"case_1";0.469571994974453;"B"
253;"Run length 2D-avg";"Grey level variance";"case_3";1.95986847223548;"B"
254;"Run length 2D-avg";"Run length variance";"case_2";0.0230800613372807;"B"
254;"Run length 2D-avg";"Run length variance";"case_4";0;"B"
254;"Run length 2D-avg";"Run length variance";"case_5";0.0209565384129668;"B"
254;"Run length 2D-avg";"Run length variance";"case_1";0.00747084616308058;"B"
254;"Run length 2D-avg";"Run length variance";"case_3";0.00957397861387906;"B"
255;"Run length 2D-avg";"Run entropy";"case_2";0.010270735754193;"B"
255;"Run length 2D-avg";"Run entropy";"case_4";0;"B"
255;"Run length 2D-avg";"Run entropy";"case_5";0.00594038787539053;"B"
255;"Run length 2D-avg";"Run entropy";"case_1";0.0137727044173404;"B"
255;"Run length 2D-avg";"Run entropy";"case_3";0.0204107005493044;"B"
256;"Run length 2D-comb";"Short runs emphasis";"case_2";0.00049027475215247;"B"
256;"Run length 2D-comb";"Short runs emphasis";"case_4";0;"B"
256;"Run length 2D-comb";"Short runs emphasis";"case_5";0.00166419280757613;"B"
256;"Run length 2D-comb";"Short runs emphasis";"case_1";0.0015441917714521;"B"
256;"Run length 2D-comb";"Short runs emphasis";"case_3";0.00211813077944026;"B"
257;"Run length 2D-comb";"Long runs emphasis";"case_2";0.0343990834753158;"B"
257;"Run length 2D-comb";"Long runs emphasis";"case_4";0;"B"
257;"Run length 2D-comb";"Long runs emphasis";"case_5";0.0383067811965198;"B"
257;"Run length 2D-comb";"Long runs emphasis";"case_1";0.0201008922727077;"B"
257;"Run length 2D-comb";"Long runs emphasis";"case_3";0.0281404040685008;"B"
258;"Run length 2D-comb";"Low grey level run emphasis";"case_2";0.000497200002156003;"B"
258;"Run length 2D-comb";"Low grey level run emphasis";"case_4";0;"B"
258;"Run length 2D-comb";"Low grey level run emphasis";"case_5";0.000654853380447668;"B"
258;"Run length 2D-comb";"Low grey level run emphasis";"case_1";0.000211967930027168;"B"
258;"Run length 2D-comb";"Low grey level run emphasis";"case_3";3.91161765879978e-05;"B"
259;"Run length 2D-comb";"High grey level run emphasis";"case_2";9.70592718948583;"B"
259;"Run length 2D-comb";"High grey level run emphasis";"case_4";0;"B"
259;"Run length 2D-comb";"High grey level run emphasis";"case_5";6.98148247524196;"B"
259;"Run length 2D-comb";"High grey level run emphasis";"case_1";1.53562187111272;"B"
259;"Run length 2D-comb";"High grey level run emphasis";"case_3";7.68294949954578;"B"
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_2";0.000469402471129005;"B"
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_4";0;"B"
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_5";0.000625879398723768;"B"
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_1";0.000210491128433636;"B"
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_3";3.69820844594244e-05;"B"
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_2";7.38647842463909;"B"
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_4";0;"B"
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_5";6.63211763785148;"B"
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_1";0.68751623518103;"B"
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_3";3.13076011652144;"B"
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_2";0.000751328618503067;"B"
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_4";0;"B"
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_5";0.00091046661785166;"B"
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_1";0.000230180756015499;"B"
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_3";3.72262597269705e-05;"B"
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_2";20.0859078637894;"B"
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_4";0;"B"
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_5";3.01821572146641;"B"
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_1";11.8894888912128;"B"
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_3";59.1279307385948;"B"
264;"Run length 2D-comb";"Grey level non-uniformity";"case_2";0.493474070507327;"B"
264;"Run length 2D-comb";"Grey level non-uniformity";"case_4";0;"B"
264;"Run length 2D-comb";"Grey level non-uniformity";"case_5";2.50910058384133;"B"
264;"Run length 2D-comb";"Grey level non-uniformity";"case_1";0.613162480874874;"B"
264;"Run length 2D-comb";"Grey level non-uniformity";"case_3";1.52860979771725;"B"
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_2";0.000821296364159942;"B"
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_4";0;"B"
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_5";0.00060982548344606;"B"
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_1";0.00171974505794426;"B"
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_3";0.0022438678007723;"B"
266;"Run length 2D-comb";"Run length non-uniformity";"case_2";9.44303948860147;"B"
266;"Run length 2D-comb";"Run length non-uniformity";"case_4";0;"B"
266;"Run length 2D-comb";"Run length non-uniformity";"case_5";5.53765019231538;"B"
266;"Run length 2D-comb";"Run length non-uniformity";"case_1";20.7021489032527;"B"
266;"Run length 2D-comb";"Run length non-uniformity";"case_3";30.522477717281;"B"
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_2";0.000696523810326555;"B"
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_4";0;"B"
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_5";0.00251957751227034;"B"
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_1";0.00213847250476045;"B"
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_3";0.00292177293192027;"B"
268;"Run length 2D-comb";"Run percentage";"case_2";0.00127792862081313;"B"
268;"Run length 2D-comb";"Run percentage";"case_4";0;"B"
268;"Run length 2D-comb";"Run percentage";"case_5";0.00297992494816569;"B"
268;"Run length 2D-comb";"Run percentage";"case_1";0.00146717219316586;"B"
268;"Run length 2D-comb";"Run percentage";"case_3";0.00203408420435254;"B"
269;"Run length 2D-comb";"Grey level variance";"case_2";0.214584520339164;"B"
269;"Run length 2D-comb";"Grey level variance";"case_4";0;"B"
269;"Run length 2D-comb";"Grey level variance";"case_5";0.106709695177701;"B"
269;"Run length 2D-comb";"Grey level variance";"case_1";0.468797612162393;"B"
269;"Run length 2D-comb";"Grey level variance";"case_3";1.95970320199529;"B"
270;"Run length 2D-comb";"Run length variance";"case_2";0.0228389092915886;"B"
270;"Run length 2D-comb";"Run length variance";"case_4";0;"B"
270;"Run length 2D-comb";"Run length variance";"case_5";0.0209313741584468;"B"
270;"Run length 2D-comb";"Run length variance";"case_1";0.00739450190950802;"B"
270;"Run length 2D-comb";"Run length variance";"case_3";0.00946070872260273;"B"
271;"Run length 2D-comb";"Run entropy";"case_2";0.00997235954931992;"B"
271;"Run length 2D-comb";"Run entropy";"case_4";0;"B"
271;"Run length 2D-comb";"Run entropy";"case_5";0.00591076164288;"B"
271;"Run length 2D-comb";"Run entropy";"case_1";0.0134282420827774;"B"
271;"Run length 2D-comb";"Run entropy";"case_3";0.0202208832784464;"B"
272;"Run length 3D-avg";"Short runs emphasis";"case_2";0.000382303001309664;"B"
272;"Run length 3D-avg";"Short runs emphasis";"case_4";0;"B"
272;"Run length 3D-avg";"Short runs emphasis";"case_5";0.00171843419777489;"B"
272;"Run length 3D-avg";"Short runs emphasis";"case_1";0.00141961412243183;"B"
272;"Run length 3D-avg";"Short runs emphasis";"case_3";0.00213679948050582;"B"
273;"Run length 3D-avg";"Long runs emphasis";"case_2";0.0243508032831967;"B"
273;"Run length 3D-avg";"Long runs emphasis";"case_4";0;"B"
273;"Run length 3D-avg";"Long runs emphasis";"case_5";0.037365955462127;"B"
273;"Run length 3D-avg";"Long runs emphasis";"case_1";0.0169044682816732;"B"
273;"Run length 3D-avg";"Long runs emphasis";"case_3";0.0312416391526597;"B"
274;"Run length 3D-avg";"Low grey level run emphasis";"case_2";0.000512334452156293;"B"
274;"Run length 3D-avg";"Low grey level run emphasis";"case_4";0;"B"
274;"Run length 3D-avg";"Low grey level run emphasis";"case_5";0.000546255548893135;"B"
274;"Run length 3D-avg";"Low grey level run emphasis";"case_1";0.000296340422369022;"B"
274;"Run length 3D-avg";"Low grey level run emphasis";"case_3";3.90282720140443e-05;"B"
275;"Run length 3D-avg";"High grey level run emphasis";"case_2";10.0501278152981;"B"
275;"Run length 3D-avg";"High grey level run emphasis";"case_4";0;"B"
275;"Run length 3D-avg";"High grey level run emphasis";"case_5";6.6104986359259;"B"
275;"Run length 3D-avg";"High grey level run emphasis";"case_1";1.48447890322004;"B"
275;"Run length 3D-avg";"High grey level run emphasis";"case_3";8.04381672138945;"B"
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_2";0.000487213091230211;"B"
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_4";0;"B"
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_5";0.000520421661046038;"B"
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_1";0.000293075405000007;"B"
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_3";3.77278973871364e-05;"B"
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_2";7.95120786400896;"B"
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_4";0;"B"
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_5";6.28613805218607;"B"
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_1";0.688701913005062;"B"
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_3";3.60407543161053;"B"
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_2";0.000691817723319202;"B"
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_4";0;"B"
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_5";0.00076536967458548;"B"
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_1";0.000286141760800417;"B"
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_3";3.24756867697508e-05;"B"
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_2";20.9266041587598;"B"
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_4";0;"B"
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_5";3.21855686724635;"B"
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_1";10.0220819786565;"B"
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_3";65.245437753976;"B"
280;"Run length 3D-avg";"Grey level non-uniformity";"case_2";5.71821826389285;"B"
280;"Run length 3D-avg";"Grey level non-uniformity";"case_4";0;"B"
280;"Run length 3D-avg";"Grey level non-uniformity";"case_5";41.8981803007466;"B"
280;"Run length 3D-avg";"Grey level non-uniformity";"case_1";2.94487248595226;"B"
280;"Run length 3D-avg";"Grey level non-uniformity";"case_3";1.28257733204182;"B"
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_2";0.000591560636413416;"B"
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_4";0;"B"
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_5";0.000613051059413128;"B"
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_1";0.00148097046296556;"B"
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_3";0.00189375971057472;"B"
282;"Run length 3D-avg";"Run length non-uniformity";"case_2";65.7289325683185;"B"
282;"Run length 3D-avg";"Run length non-uniformity";"case_4";0;"B"
282;"Run length 3D-avg";"Run length non-uniformity";"case_5";58.0194734632127;"B"
282;"Run length 3D-avg";"Run length non-uniformity";"case_1";146.655336573122;"B"
282;"Run length 3D-avg";"Run length non-uniformity";"case_3";393.84587317303;"B"
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_2";0.000580101702204511;"B"
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_4";0;"B"
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_5";0.00271546014130661;"B"
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_1";0.00216087737526291;"B"
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_3";0.00317027956248953;"B"
284;"Run length 3D-avg";"Run percentage";"case_2";0.00125528858743638;"B"
284;"Run length 3D-avg";"Run percentage";"case_4";0;"B"
284;"Run length 3D-avg";"Run percentage";"case_5";0.00312064362719217;"B"
284;"Run length 3D-avg";"Run percentage";"case_1";0.00153384457896159;"B"
284;"Run length 3D-avg";"Run percentage";"case_3";0.00234632036282149;"B"
285;"Run length 3D-avg";"Grey level variance";"case_2";0.122738004835437;"B"
285;"Run length 3D-avg";"Grey level variance";"case_4";0;"B"
285;"Run length 3D-avg";"Grey level variance";"case_5";0.179657498542495;"B"
285;"Run length 3D-avg";"Grey level variance";"case_1";0.522405388592153;"B"
285;"Run length 3D-avg";"Grey level variance";"case_3";2.00289393958275;"B"
286;"Run length 3D-avg";"Run length variance";"case_2";0.0153362311792626;"B"
286;"Run length 3D-avg";"Run length variance";"case_4";0;"B"
286;"Run length 3D-avg";"Run length variance";"case_5";0.0204367466039784;"B"
286;"Run length 3D-avg";"Run length variance";"case_1";0.00668462022563293;"B"
286;"Run length 3D-avg";"Run length variance";"case_3";0.0132118779329122;"B"
287;"Run length 3D-avg";"Run entropy";"case_2";0.00721214152013685;"B"
287;"Run length 3D-avg";"Run entropy";"case_4";0;"B"
