"order";"family";"feature";"data_set";"tolerance"
236;"Co-occurrence 3D-comb";"Cluster shade";"case_5";7.32343622271098
236;"Co-occurrence 3D-comb";"Cluster shade";"case_1";21.651514510172
236;"Co-occurrence 3D-comb";"Cluster shade";"case_3";189.354923289558
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_2";582.594122270155
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_4";1877.73123545317
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_5";138.5521161578
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_1";642.848096957511
237;"Co-occurrence 3D-comb";"Cluster prominence";"case_3";10372.6678822756
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_2";0.000237485923597813
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_4";0.00205851296414481
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_5";0.000984810818661171
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_1";0.000184552436046817
238;"Co-occurrence 3D-comb";"Information correlation 1";"case_3";0.000366705780515073
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_2";0.000690273839259081
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_4";0.00169857143105898
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_5";0.000937835617524352
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_1";0.0010777883880715
239;"Co-occurrence 3D-comb";"Information correlation 2";"case_3";0.000961602556817637
240;"Run length 2D-avg";"Short runs emphasis";"case_2";0.000498163615008607
240;"Run length 2D-avg";"Short runs emphasis";"case_4";0.000797362175906174
240;"Run length 2D-avg";"Short runs emphasis";"case_5";0.00165746589404431
240;"Run length 2D-avg";"Short runs emphasis";"case_1";0.00156642803613761
240;"Run length 2D-avg";"Short runs emphasis";"case_3";0.00214382049628929
241;"Run length 2D-avg";"Long runs emphasis";"case_2";0.0346211292749481
241;"Run length 2D-avg";"Long runs emphasis";"case_4";0.239316777582675
241;"Run length 2D-avg";"Long runs emphasis";"case_5";0.038386677083121
241;"Run length 2D-avg";"Long runs emphasis";"case_1";0.020402043914244
241;"Run length 2D-avg";"Long runs emphasis";"case_3";0.0286744080600878
242;"Run length 2D-avg";"Low grey level run emphasis";"case_2";0.000498126680697161
242;"Run length 2D-avg";"Low grey level run emphasis";"case_4";0.000886272218920686
242;"Run length 2D-avg";"Low grey level run emphasis";"case_5";0.000655062916463884
242;"Run length 2D-avg";"Low grey level run emphasis";"case_1";0.00021215611297932
242;"Run length 2D-avg";"Low grey level run emphasis";"case_3";3.91124109702094e-05
243;"Run length 2D-avg";"High grey level run emphasis";"case_2";9.70723877523354
243;"Run length 2D-avg";"High grey level run emphasis";"case_4";15.5704380842716
243;"Run length 2D-avg";"High grey level run emphasis";"case_5";6.9824599929375
243;"Run length 2D-avg";"High grey level run emphasis";"case_1";1.53711481638495
243;"Run length 2D-avg";"High grey level run emphasis";"case_3";7.68641241037246
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_2";0.0004707752787936
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_4";0.000619914440532078
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_5";0.00062573338417926
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_1";0.000210842229808984
244;"Run length 2D-avg";"Short run low grey level emphasis";"case_3";3.69730371332948e-05
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_2";7.3663184757104
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_4";11.41498883843
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_5";6.6232506271404
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_1";0.679019139916036
245;"Run length 2D-avg";"Short run high grey level emphasis";"case_3";3.07923255021406
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_2";0.000755159203360091
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_4";0.00377138651409419
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_5";0.000910954764909403
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_1";0.000229754537900197
246;"Run length 2D-avg";"Long run low grey level emphasis";"case_3";3.70006556611065e-05
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_2";20.527986012179
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_4";29.7486856429563
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_5";3.01758572067836
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_1";12.0927214139166
247;"Run length 2D-avg";"Long run high grey level emphasis";"case_3";60.1950165869658
248;"Run length 2D-avg";"Grey level non-uniformity";"case_2";0.123693287968541
248;"Run length 2D-avg";"Grey level non-uniformity";"case_4";0.437449052008508
248;"Run length 2D-avg";"Grey level non-uniformity";"case_5";0.627297640591814
248;"Run length 2D-avg";"Grey level non-uniformity";"case_1";0.153045635519899
248;"Run length 2D-avg";"Grey level non-uniformity";"case_3";0.3821516126337
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_2";0.000824439632895477
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_4";0.000825857661967211
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_5";0.000608189958384632
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_1";0.0017265455120838
249;"Run length 2D-avg";"Grey level non-uniformity normalised";"case_3";0.00224441005644339
250;"Run length 2D-avg";"Run length non-uniformity";"case_2";2.35859463245188
250;"Run length 2D-avg";"Run length non-uniformity";"case_4";2.12364596208823
250;"Run length 2D-avg";"Run length non-uniformity";"case_5";1.38394479374193
250;"Run length 2D-avg";"Run length non-uniformity";"case_1";5.17103303854626
250;"Run length 2D-avg";"Run length non-uniformity";"case_3";7.62409319796283
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_2";0.000687087468976083
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_4";0.0011497445071865
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_5";0.00252263136881302
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_1";0.00213623235163513
251;"Run length 2D-avg";"Run length non-uniformity normalised";"case_3";0.00291307462955577
252;"Run length 2D-avg";"Run percentage";"case_2";0.00127792862081315
252;"Run length 2D-avg";"Run percentage";"case_4";0.00392458931918138
252;"Run length 2D-avg";"Run percentage";"case_5";0.00297992494816569
252;"Run length 2D-avg";"Run percentage";"case_1";0.00146717219316585
252;"Run length 2D-avg";"Run percentage";"case_3";0.00203408420435252
253;"Run length 2D-avg";"Grey level variance";"case_2";0.214631747699261
253;"Run length 2D-avg";"Grey level variance";"case_4";0.543886538174203
253;"Run length 2D-avg";"Grey level variance";"case_5";0.106812718456071
253;"Run length 2D-avg";"Grey level variance";"case_1";0.469571994974453
253;"Run length 2D-avg";"Grey level variance";"case_3";1.95986847223548
254;"Run length 2D-avg";"Run length variance";"case_2";0.0230800613372807
254;"Run length 2D-avg";"Run length variance";"case_4";0.175323641765452
254;"Run length 2D-avg";"Run length variance";"case_5";0.0209565384129668
254;"Run length 2D-avg";"Run length variance";"case_1";0.00747084616308058
254;"Run length 2D-avg";"Run length variance";"case_3";0.00957397861387906
255;"Run length 2D-avg";"Run entropy";"case_2";0.010270735754193
255;"Run length 2D-avg";"Run entropy";"case_4";0.0119806760120371
255;"Run length 2D-avg";"Run entropy";"case_5";0.00594038787539053
255;"Run length 2D-avg";"Run entropy";"case_1";0.0137727044173404
255;"Run length 2D-avg";"Run entropy";"case_3";0.0204107005493044
256;"Run length 2D-comb";"Short runs emphasis";"case_2";0.00049027475215247
256;"Run length 2D-comb";"Short runs emphasis";"case_4";0.000819243610508758
256;"Run length 2D-comb";"Short runs emphasis";"case_5";0.00166419280757613
256;"Run length 2D-comb";"Short runs emphasis";"case_1";0.0015441917714521
256;"Run length 2D-comb";"Short runs emphasis";"case_3";0.00211813077944026
257;"Run length 2D-comb";"Long runs emphasis";"case_2";0.0343990834753158
257;"Run length 2D-comb";"Long runs emphasis";"case_4";0.237443568792255
257;"Run length 2D-comb";"Long runs emphasis";"case_5";0.0383067811965198
257;"Run length 2D-comb";"Long runs emphasis";"case_1";0.0201008922727077
257;"Run length 2D-comb";"Long runs emphasis";"case_3";0.0281404040685008
258;"Run length 2D-comb";"Low grey level run emphasis";"case_2";0.000497200002156003
258;"Run length 2D-comb";"Low grey level run emphasis";"case_4";0.00088748803094161
258;"Run length 2D-comb";"Low grey level run emphasis";"case_5";0.000654853380447668
258;"Run length 2D-comb";"Low grey level run emphasis";"case_1";0.000211967930027168
258;"Run length 2D-comb";"Low grey level run emphasis";"case_3";3.91161765879978e-05
259;"Run length 2D-comb";"High grey level run emphasis";"case_2";9.70592718948583
259;"Run length 2D-comb";"High grey level run emphasis";"case_4";15.57057311081
259;"Run length 2D-comb";"High grey level run emphasis";"case_5";6.98148247524196
259;"Run length 2D-comb";"High grey level run emphasis";"case_1";1.53562187111272
259;"Run length 2D-comb";"High grey level run emphasis";"case_3";7.68294949954578
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_2";0.000469402471129005
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_4";0.000621675942579136
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_5";0.000625879398723768
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_1";0.000210491128433636
260;"Run length 2D-comb";"Short run low grey level emphasis";"case_3";3.69820844594244e-05
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_2";7.38647842463909
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_4";11.4418969480196
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_5";6.63211763785148
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_1";0.68751623518103
261;"Run length 2D-comb";"Short run high grey level emphasis";"case_3";3.13076011652144
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_2";0.000751328618503067
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_4";0.00374424885271724
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_5";0.00091046661785166
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_1";0.000230180756015499
262;"Run length 2D-comb";"Long run low grey level emphasis";"case_3";3.72262597269705e-05
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_2";20.0859078637894
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_4";29.1944933994019
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_5";3.01821572146641
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_1";11.8894888912128
263;"Run length 2D-comb";"Long run high grey level emphasis";"case_3";59.1279307385948
264;"Run length 2D-comb";"Grey level non-uniformity";"case_2";0.493474070507327
264;"Run length 2D-comb";"Grey level non-uniformity";"case_4";1.75001559925458
264;"Run length 2D-comb";"Grey level non-uniformity";"case_5";2.50910058384133
264;"Run length 2D-comb";"Grey level non-uniformity";"case_1";0.613162480874874
264;"Run length 2D-comb";"Grey level non-uniformity";"case_3";1.52860979771725
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_2";0.000821296364159942
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_4";0.000826483171735749
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_5";0.00060982548344606
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_1";0.00171974505794426
265;"Run length 2D-comb";"Grey level non-uniformity normalised";"case_3";0.0022438678007723
266;"Run length 2D-comb";"Run length non-uniformity";"case_2";9.44303948860147
266;"Run length 2D-comb";"Run length non-uniformity";"case_4";8.49660820118929
266;"Run length 2D-comb";"Run length non-uniformity";"case_5";5.53765019231538
266;"Run length 2D-comb";"Run length non-uniformity";"case_1";20.7021489032527
266;"Run length 2D-comb";"Run length non-uniformity";"case_3";30.522477717281
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_2";0.000696523810326555
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_4";0.00114088219011812
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_5";0.00251957751227034
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_1";0.00213847250476045
267;"Run length 2D-comb";"Run length non-uniformity normalised";"case_3";0.00292177293192027
268;"Run length 2D-comb";"Run percentage";"case_2";0.00127792862081313
268;"Run length 2D-comb";"Run percentage";"case_4";0.00392458931918138
268;"Run length 2D-comb";"Run percentage";"case_5";0.00297992494816569
268;"Run length 2D-comb";"Run percentage";"case_1";0.00146717219316586
268;"Run length 2D-comb";"Run percentage";"case_3";0.00203408420435254
269;"Run length 2D-comb";"Grey level variance";"case_2";0.214584520339164
269;"Run length 2D-comb";"Grey level variance";"case_4";0.54415545235727
269;"Run length 2D-comb";"Grey level variance";"case_5";0.106709695177701
269;"Run length 2D-comb";"Grey level variance";"case_1";0.468797612162393
269;"Run length 2D-comb";"Grey level variance";"case_3";1.95970320199529
270;"Run length 2D-comb";"Run length variance";"case_2";0.0228389092915886
270;"Run length 2D-comb";"Run length variance";"case_4";0.173900898866559
270;"Run length 2D-comb";"Run length variance";"case_5";0.0209313741584468
270;"Run length 2D-comb";"Run length variance";"case_1";0.00739450190950802
270;"Run length 2D-comb";"Run length variance";"case_3";0.00946070872260273
271;"Run length 2D-comb";"Run entropy";"case_2";0.00997235954931992
271;"Run length 2D-comb";"Run entropy";"case_4";0.0122923901030038
271;"Run length 2D-comb";"Run entropy";"case_5";0.00591076164288
271;"Run length 2D-comb";"Run entropy";"case_1";0.0134282420827774
271;"Run length 2D-comb";"Run entropy";"case_3";0.0202208832784464
272;"Run length 3D-avg";"Short runs emphasis";"case_2";0.000382303001309664
272;"Run length 3D-avg";"Short runs emphasis";"case_4";0.00065185816401816
272;"Run length 3D-avg";"Short runs emphasis";"case_5";0.00171843419777489
272;"Run length 3D-avg";"Short runs emphasis";"case_1";0.00141961412243183
272;"Run length 3D-avg";"Short runs emphasis";"case_3";0.00213679948050582
273;"Run length 3D-avg";"Long runs emphasis";"case_2";0.0243508032831967
273;"Run length 3D-avg";"Long runs emphasis";"case_4";0.176604105968478
273;"Run length 3D-avg";"Long runs emphasis";"case_5";0.037365955462127
273;"Run length 3D-avg";"Long runs emphasis";"case_1";0.0169044682816732
273;"Run length 3D-avg";"Long runs emphasis";"case_3";0.0312416391526597
274;"Run length 3D-avg";"Low grey level run emphasis";"case_2";0.000512334452156293
274;"Run length 3D-avg";"Low grey level run emphasis";"case_4";0.00116573678493041
274;"Run length 3D-avg";"Low grey level run emphasis";"case_5";0.000546255548893135
274;"Run length 3D-avg";"Low grey level run emphasis";"case_1";0.000296340422369022
274;"Run length 3D-avg";"Low grey level run emphasis";"case_3";3.90282720140443e-05
275;"Run length 3D-avg";"High grey level run emphasis";"case_2";10.0501278152981
275;"Run length 3D-avg";"High grey level run emphasis";"case_4";16.5597295182449
275;"Run length 3D-avg";"High grey level run emphasis";"case_5";6.6104986359259
275;"Run length 3D-avg";"High grey level run emphasis";"case_1";1.48447890322004
275;"Run length 3D-avg";"High grey level run emphasis";"case_3";8.04381672138945
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_2";0.000487213091230211
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_4";0.000934411111486291
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_5";0.000520421661046038
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_1";0.000293075405000007
276;"Run length 3D-avg";"Short run low grey level emphasis";"case_3";3.77278973871364e-05
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_2";7.95120786400896
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_4";12.199066394465
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_5";6.28613805218607
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_1";0.688701913005062
277;"Run length 3D-avg";"Short run high grey level emphasis";"case_3";3.60407543161053
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_2";0.000691817723319202
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_4";0.00311071051693204
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_5";0.00076536967458548
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_1";0.000286141760800417
278;"Run length 3D-avg";"Long run low grey level emphasis";"case_3";3.24756867697508e-05
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_2";20.9266041587598
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_4";25.4953790608064
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_5";3.21855686724635
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_1";10.0220819786565
279;"Run length 3D-avg";"Long run high grey level emphasis";"case_3";65.245437753976
280;"Run length 3D-avg";"Grey level non-uniformity";"case_2";5.71821826389285
280;"Run length 3D-avg";"Grey level non-uniformity";"case_4";8.99363097311266
280;"Run length 3D-avg";"Grey level non-uniformity";"case_5";41.8981803007466
280;"Run length 3D-avg";"Grey level non-uniformity";"case_1";2.94487248595226
280;"Run length 3D-avg";"Grey level non-uniformity";"case_3";1.28257733204182
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_2";0.000591560636413416
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_4";0.00127798811868477
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_5";0.000613051059413128
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_1";0.00148097046296556
281;"Run length 3D-avg";"Grey level non-uniformity normalised";"case_3";0.00189375971057472
282;"Run length 3D-avg";"Run length non-uniformity";"case_2";65.7289325683185
282;"Run length 3D-avg";"Run length non-uniformity";"case_4";122.936918801567
282;"Run length 3D-avg";"Run length non-uniformity";"case_5";58.0194734632127
282;"Run length 3D-avg";"Run length non-uniformity";"case_1";146.655336573122
282;"Run length 3D-avg";"Run length non-uniformity";"case_3";393.84587317303
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_2";0.000580101702204511
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_4";0.000906616488044054
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_5";0.00271546014130661
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_1";0.00216087737526291
283;"Run length 3D-avg";"Run length non-uniformity normalised";"case_3";0.00317027956248953
284;"Run length 3D-avg";"Run percentage";"case_2";0.00125528858743638
284;"Run length 3D-avg";"Run percentage";"case_4";0.00389781337454395
284;"Run length 3D-avg";"Run percentage";"case_5";0.00312064362719217
284;"Run length 3D-avg";"Run percentage";"case_1";0.00153384457896159
284;"Run length 3D-avg";"Run percentage";"case_3";0.00234632036282149
285;"Run length 3D-avg";"Grey level variance";"case_2";0.122738004835437
285;"Run length 3D-avg";"Grey level variance";"case_4";0.369418242541554
285;"Run length 3D-avg";"Grey level variance";"case_5";0.179657498542495
285;"Run length 3D-avg";"Grey level variance";"case_1";0.522405388592153
285;"Run length 3D-avg";"Grey level variance";"case_3";2.00289393958275
286;"Run length 3D-avg";"Run length variance";"case_2";0.0153362311792626
286;"Run length 3D-avg";"Run length variance";"case_4";0.13083289508598
286;"Run length 3D-avg";"Run length variance";"case_5";0.0204367466039784
286;"Run length 3D-avg";"Run length variance";"case_1";0.00668462022563293
286;"Run length 3D-avg";"Run length variance";"case_3";0.0132118779329122
287;"Run length 3D-avg";"Run entropy";"case_2";0.00721214152013685
287;"Run length 3D-avg";"Run entropy";"case_4";0.0133297066971413
287;"Run length 3D-avg";"Run entropy";"case_5";0.00665295934200465
287;"Run length 3D-avg";"Run entropy";"case_1";0.0108286152768655
287;"Run length 3D-avg";"Run entropy";"case_3";0.0167683811177917
288;"Run length 3D-comb";"Short runs emphasis";"case_2";0.000368706747880193
288;"Run length 3D-comb";"Short runs emphasis";"case_4";0.000661114650808481
288;"Run length 3D-comb";"Short runs emphasis";"case_5";0.00170762147833439
288;"Run length 3D-comb";"Short runs emphasis";"case_1";0.00139935301503842
288;"Run length 3D-comb";"Short runs emphasis";"case_3";0.00210451007479508
289;"Run length 3D-comb";"Long runs emphasis";"case_2";0.023376883861716
289;"Run length 3D-comb";"Long runs emphasis";"case_4";0.173205869652791
289;"Run length 3D-comb";"Long runs emphasis";"case_5";0.0367798118161311
289;"Run length 3D-comb";"Long runs emphasis";"case_1";0.015980187306166
289;"Run length 3D-comb";"Long runs emphasis";"case_3";0.0301878169878355
290;"Run length 3D-comb";"Low grey level run emphasis";"case_2";0.000510594374986538
290;"Run length 3D-comb";"Low grey level run emphasis";"case_4";0.00116536760062774
290;"Run length 3D-comb";"Low grey level run emphasis";"case_5";0.000545265952810391
290;"Run length 3D-comb";"Low grey level run emphasis";"case_1";0.000296273839
290;"Run length 3D-comb";"Low grey level run emphasis";"case_3";3.90068462297423e-05
291;"Run length 3D-comb";"High grey level run emphasis";"case_2";10.0469589386973
291;"Run length 3D-comb";"High grey level run emphasis";"case_4";16.5623168713164
291;"Run length 3D-comb";"High grey level run emphasis";"case_5";6.60743092483733
291;"Run length 3D-comb";"High grey level run emphasis";"case_1";1.48143499053096
291;"Run length 3D-comb";"High grey level run emphasis";"case_3";8.04724557240938
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_2";0.000486127340062065
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_4";0.00093782568698041
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_5";0.000519868664732402
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_1";0.000291863286760571
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_3";3.77212984079455e-05
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_2";7.96223072817358
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_4";12.2481845104999
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_5";6.28462196338898
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_1";0.696138235547696
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_3";3.66675342002773
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_2";0.000685990607460218
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_4";0.00306390471060076
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_5";0.000761130096503621
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_1";0.000287656958651824
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_3";3.2890372268829e-05
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_2";20.9202520004391
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_4";25.4421870245652
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_5";3.27598603114818
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_1";9.60316705382913
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_3";63.2655888982638
296;"Run length 3D-comb";"Grey level non-uniformity";"case_2";73.8547443004345
296;"Run length 3D-comb";"Grey level non-uniformity";"case_4";117.597011095011
296;"Run length 3D-comb";"Grey level non-uniformity";"case_5";544.193891545559
296;"Run length 3D-comb";"Grey level non-uniformity";"case_1";38.5735248623976
296;"Run length 3D-comb";"Grey level non-uniformity";"case_3";16.832365378354
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_2";0.000586647381094854
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_4";0.00128202620172808
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_5";0.00061602461359239
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_1";0.00148115162145071
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_3";0.00189924409221384
298;"Run length 3D-comb";"Run length non-uniformity";"case_2";857.337425126329
298;"Run length 3D-comb";"Run length non-uniformity";"case_4";1601.54878408027
298;"Run length 3D-comb";"Run length non-uniformity";"case_5";754.542746596827
298;"Run length 3D-comb";"Run length non-uniformity";"case_1";1907.78584270694
298;"Run length 3D-comb";"Run length non-uniformity";"case_3";5121.79636316937
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_2";0.00057227407682881
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_4";0.000905224814471728
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_5";0.00269933584088644
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_1";0.00215309891669103
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_3";0.0031480493866127
300;"Run length 3D-comb";"Run percentage";"case_2";0.00125528858743637
300;"Run length 3D-comb";"Run percentage";"case_4";0.00389781337454395
300;"Run length 3D-comb";"Run percentage";"case_5";0.00312064362719215
300;"Run length 3D-comb";"Run percentage";"case_1";0.00153384457896159
300;"Run length 3D-comb";"Run percentage";"case_3";0.00234632036282149
301;"Run length 3D-comb";"Grey level variance";"case_2";0.122264253155893
301;"Run length 3D-comb";"Grey level variance";"case_4";0.366956659423932
301;"Run length 3D-comb";"Grey level variance";"case_5";0.179271533819677
301;"Run length 3D-comb";"Grey level variance";"case_1";0.522661525905906
301;"Run length 3D-comb";"Grey level variance";"case_3";2.00741462625652
302;"Run length 3D-comb";"Run length variance";"case_2";0.0149009439362007
302;"Run length 3D-comb";"Run length variance";"case_4";0.128001676064038
302;"Run length 3D-comb";"Run length variance";"case_5";0.0201838939010696
302;"Run length 3D-comb";"Run length variance";"case_1";0.00652979154837338
302;"Run length 3D-comb";"Run length variance";"case_3";0.012890905236345
303;"Run length 3D-comb";"Run entropy";"case_2";0.00718083566970491
303;"Run length 3D-comb";"Run entropy";"case_4";0.0134259372167515
303;"Run length 3D-comb";"Run entropy";"case_5";0.00659310407656246
303;"Run length 3D-comb";"Run entropy";"case_1";0.0108547593617713
303;"Run length 3D-comb";"Run entropy";"case_3";0.01678431723212
304;"Size zone 2D";"Small zone emphasis";"case_2";0.00198995936258204
304;"Size zone 2D";"Small zone emphasis";"case_4";0.000713776026807883
304;"Size zone 2D";"Small zone emphasis";"case_5";0.00198225562738412
304;"Size zone 2D";"Small zone emphasis";"case_1";0.00214252207152222
304;"Size zone 2D";"Small zone emphasis";"case_3";0.00200355910507484
305;"Size zone 2D";"Large zone emphasis";"case_2";6.99540500224494
305;"Size zone 2D";"Large zone emphasis";"case_4";49.6835102228901
305;"Size zone 2D";"Large zone emphasis";"case_5";12.4379265288105
305;"Size zone 2D";"Large zone emphasis";"case_1";8.46270348501429
305;"Size zone 2D";"Large zone emphasis";"case_3";7.55962188501604
306;"Size zone 2D";"Low grey level emphasis";"case_2";0.000868575984467936
306;"Size zone 2D";"Low grey level emphasis";"case_4";0.000815019932051012
306;"Size zone 2D";"Low grey level emphasis";"case_5";0.00106206541135225
306;"Size zone 2D";"Low grey level emphasis";"case_1";0.000404086061969328
306;"Size zone 2D";"Low grey level emphasis";"case_3";5.51592183838143e-05
307;"Size zone 2D";"High grey level emphasis";"case_2";9.90635352528324
307;"Size zone 2D";"High grey level emphasis";"case_4";14.6369974390374
307;"Size zone 2D";"High grey level emphasis";"case_5";7.7664726024593
307;"Size zone 2D";"High grey level emphasis";"case_1";2.47012215190198
307;"Size zone 2D";"High grey level emphasis";"case_3";10.7663134125244
308;"Size zone 2D";"Small zone low grey level emphasis";"case_2";0.000742050893550867
308;"Size zone 2D";"Small zone low grey level emphasis";"case_4";0.000422087808002415
308;"Size zone 2D";"Small zone low grey level emphasis";"case_5";0.000902008059976271
308;"Size zone 2D";"Small zone low grey level emphasis";"case_1";0.000373472633849072
308;"Size zone 2D";"Small zone low grey level emphasis";"case_3";4.66622302542234e-05
309;"Size zone 2D";"Small zone high grey level emphasis";"case_2";5.68658916062565
309;"Size zone 2D";"Small zone high grey level emphasis";"case_4";9.14080910051168
309;"Size zone 2D";"Small zone high grey level emphasis";"case_5";4.71001168353803
309;"Size zone 2D";"Small zone high grey level emphasis";"case_1";0.875680639659367
309;"Size zone 2D";"Small zone high grey level emphasis";"case_3";4.25020125312432
310;"Size zone 2D";"Large zone low grey level emphasis";"case_2";0.0329551681894281
310;"Size zone 2D";"Large zone low grey level emphasis";"case_4";0.189840256932303
310;"Size zone 2D";"Large zone low grey level emphasis";"case_5";0.0395059908480341
310;"Size zone 2D";"Large zone low grey level emphasis";"case_1";0.0160805771224231
